433,Tachybaptus ruficollis,860
657,Tachycineta albilinea,861
733,Tachycineta bicolor,862
356,Tachycineta thalassina,863
901,Tadorna ferruginea,864
896,Tadorna tadorna,865
916,Tadorna variegata,866
612,Terathopius ecaudatus,867
625,Thalasseus bergii,868
850,Thalasseus elegans,869
624,Thalasseus maximus,870
870,Thalasseus sandvicensis,871
914,Thamnophilus doliatus,872
727,Thraupis abbas,873
465,Thraupis episcopus,874
230,Thraupis palmarum,875
731,Threskiornis aethiopicus,876
464,Threskiornis moluccus,877
915,Thryomanes bewickii,878
909,Thryothorus ludovicianus,879
803,Tiaris olivaceus,880
678,Tigrisoma mexicanum,881
57,Tityra semifasciata,882
593,Todiramphus chloris,883
265,Todiramphus sanctus,884
384,Todiramphus sanctus vagans,885
290,Toxostoma curvirostre,886
785,Toxostoma longirostre,887
787,Toxostoma redivivum,888
324,Toxostoma rufum,889
409,Trichoglossus haematodus,890
388,Tringa flavipes,891
386,Tringa glareola,892
610,Tringa incana,893
387,Tringa melanoleuca,894
383,Tringa nebularia,895
385,Tringa ochropus,896
611,Tringa semipalmata,897
884,Tringa semipalmata inornatus,898
806,Tringa solitaria,899
808,Tringa totanus,900
912,Troglodytes aedon,901
669,Troglodytes hiemalis,902
668,Troglodytes pacificus,903
371,Troglodytes troglodytes,904
950,Trogon caligatus,905
458,Trogon citreolus,906
451,Trogon collaris,907
456,Trogon elegans,908
444,Trogon massena,909
154,Trogon melanocephalus,910
483,Turdus grayi,911
481,Turdus merula,912
484,Turdus migratorius,913
487,Turdus philomelos,914
272,Turdus pilaris,915
482,Turdus plumbeus,916
570,Turdus rufopalliatus,917
485,Turdus viscivorus,918
252,Tyrannus couchii,919
40,Tyrannus crassirostris,920
268,Tyrannus dominicensis,921
39,Tyrannus forficatus,922
262,Tyrannus melancholicus,923
42,Tyrannus savana,924
38,Tyrannus tyrannus,925
41,Tyrannus verticalis,926
37,Tyrannus vociferans,927
949,Tyto alba,928
491,Upupa epops,929
883,Uria aalge,930
549,Vanellus armatus,931
813,Vanellus chilensis,932
442,Vanellus miles,933
548,Vanellus spinosus,934
547,Vanellus vanellus,935
159,Vermivora chrysoptera,936
864,Vermivora cyanoptera,937
84,Vireo bellii,938
714,Vireo cassinii,939
87,Vireo flavifrons,940
96,Vireo gilvus,941
784,Vireo griseus,942
90,Vireo huttoni,943
88,Vireo olivaceus,944
86,Vireo philadelphicus,945
85,Vireo plumbeus,946
739,Vireo solitarius,947
229,Volatinia jacarina,948
247,Xanthocephalus xanthocephalus,949
744,Xema sabini,950
295,Xiphorhynchus flavigaster,951
452,Zenaida asiatica,952
333,Zenaida auriculata,953
683,Zenaida aurita,954
441,Zenaida macroura,955
91,Zonotrichia albicollis,956
92,Zonotrichia atricapilla,957
696,Zonotrichia capensis,958
693,Zonotrichia leucophrys,959
89,Zonotrichia querula,960
105,Zosterops japonicus,961
692,Zosterops lateralis,962
881,Zosterops lateralis lateralis,963
964,background,964
